site_nr	new_site_id	site_id	site_name	region	cluster	cluster_name	stratum	succession	moisture	fertility	utm_x	utm_y	nat_biodiv_pct	forest_500_km2	forest_1000_km2	forest_2000_km2	forest_5000_km2	intfield_500_km2	intfield_1000_km2	intfield_2000_km2	intfield_5000_km2	nat_500_km2	nat_1000_km2	nat_2000_km2	nat_5000_km2	natforest_500_km2	natforest_1000_km2	natforest_2000_km2	natforest_5000_km2	natpermgrass_500_km2	natpermgrass_1000_km2	natpermgrass_2000_km2	natpermgrass_5000_km2	temp_con	spatcon_500_pct	spatcon_1000_pct	spatcon_2000_pct	spatcon_5000_pct	uniqueness_weight	nat_index	precipitation_dmi	surfacewater_coverage	litter_mass	org_mat_ph	ph_min	org_mat	p_cores_org_mat	soil_class	veg_height_mean	bare_soil_mean	moss_cover_mean	lichen_cover_mean	deadwood_vol	deadwood_vol_ha	treedensity_40dbh_dec	treedensity_40dbh_con	trees_40dbh_basal_area	trees_40dbh_count	trees_40dbh_nospecies	trees_40dbh_shannon	trees_40dbh_shannon_evenness	uprooted_count	carcass_count	deer_badv3	hare_badv3	cow_badv3	sheep_badv3	horse_badv3	dung_pa	water_badv3	deadwood_badv3	anthill_badv3	boulder_badv3	flower_june	flower_june_vol	flower_aug	flower_aug_vol	flower_april	flower_april_vol	surfacetemp_max_all	surfacetemp_wq95_all	surfacetemp_sd_all	surfacetemp_wq90_day	airtemp_sd_all	airtemp_wq85_day	airtemp_min_night	airtemp_wq05_night	light_med_all	light_sd_all	light_wq10_day	light_wq15_day	vpd_wq85_all	vpd_wq90_all	vpd_sd_all	vpd_mean_day	surfacetemp_mean_diff	surfacetemp_10_90_day	airtemp_mean_diff	vpd_mean_diff	vpd_sd_diff	ellenberg_l	ellenberg_f	ellenberg_r	ellenberg_n	ellenberg_s	ellenberg_t	ellenberg_n_ph	grime_c	grime_r	grime_s	plant_1_nms	plant_2_nms	plant_3_nms	moss_rich	gastropod_rich	collembol_rich	moss_rich_rl	plant_rich_rl	moss_score_rl	lichen_score_rl.x	plant_score_rl	plant_rich	plant_rich_rl_dd	plant_score_rl_dd	bio_stratum	canopy_high_avg	canopy_high_perc	canopy_high_sd	canopy_low_avg	canopy_low_perc	canopy_low_sd	apoidea_indiv	apoidea_rich	apoidea_rich_rl	apoidea_rich_rl_dd	apoidea_score_rl	apoidea_score_rl_dd	araneae_indiv	araneae_rich	araneae_rich_rl	araneae_rich_rl_dd	araneae_score_rl	araneae_score_rl_dd	carabid_indiv	carabid_rich	carabid_rich_rl	carabid_rich_rl_dd	carabid_score_rl	carabid_score_rl_dd	cicadinea_indiv	cicadinea_rich	fungi_rich	fungi_rich_rl	fungi_rich_rl_dd	fungi_score_rl	fungi_score_rl_dd	heterop_indiv	heterop_rich	heterop_rich_rl	heterop_rich_rl_dd	heterop_score_rl	heterop_score_rl_dd	lepidop_indiv	lepidop_rich	lepidop_rich_rl	lepidop_rich_rl_dd	lepidop_score_rl	lepidop_score_rl_dd	lichen_rich	lichen_rich_rl	lichen_rich_rl_dd	lichen_score_rl.y	lichen_score_rl_dd	syrphidae_indiv	syrphidae_rich	syrphidae_rich_rl	syrphidae_rich_rl_dd	syrphidae_score_rl	syrphidae_score_rl_dd	trichop_indiv	trichop_rich	trichop_rich_rl	trichop_rich_rl_dd	trichop_score_rl	trichop_score_rl_dd	gall_rich	gall_rich_rl	gall_rich_rl_dd	gall_score_rl	gall_score_rl_dd	gall_syn_taxon	gall_herbivor_taxon	overall_rich	overall_rich_rl	zoo_rich	zoo_rich_rl	detrivores	flyers	herbivores	predators	fungi_decomposer_rich	fungi_symbiont_rich	link_fungi_pred	link_insect_pred	link_insect_sum	link_fungi_sum	plant_abund_sum	flower_vol_sum	dung_sum	soil_ph_sd	soil_ph_avg	leaf_n_avg	leaf_c_avg	leaf_p_avg	leaf_np_avg	soil_c_avg	soil_n_avg	soil_p_avg	sfi_avg	sfi_2_avg	leaf_n_sd	leaf_c_sd	leaf_p_sd	leaf_np_sd	soil_c_sd	soil_n_sd	soil_p_sd	sfi_sd	sfi_2_sd	Ca	sfi_3	soilm_avg_aug	soilm_avg_may	soilm_med_aug	soilm_med_may	soilm_sd_aug	soilm_sd_may	soilm_trimmean_aug	soilm_trimmean_may	soilm_var_aug	soilm_var_may	soilm_med_diff	smi	anthro
31	VU031	VU31	Ejstrup_Eng	Wjut	VU	Ulfborg	MidMoistRich	Mid	Moist	Rich	462049.39	6224867.18	62.45	0.44886	1.3179	6.099	23.748	0.196	0.872582	3.5249	36.4116	0.114971	0.80511	2.316	10.388	0.541	2.0861	8.254	32.887	0.114971	0.80511	2.347	10.754	4	4.33	3	1.33	1.33	0.21	0.583	986.7	10	14.512	4.7	4.777	15	0.25	Sand	48.312	12.5	10	0	0	0	0.313528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00318	0	0.00318	0	0.53942	1.08	1.19	7.51	0.605	1.21	26.879	18.426	3.366	17.579	3.416	15.329	2.5839	4.115	224	1037.238	18.8	51.85	0.305	0.366	0.1761	0.1634	3.522	0.533	3.502	0.1351	0.1497	6.29	7.568	5.373	4.169	0.11177	5.133	0.776	4.755434783	3.345284281	3.899280936	0.0384157702533633	0.384252168824757	-0.64277518498105	32	9	12	1	0	3	4	0	64	0	0	EarlyWetRich	3.7836177471986754	4.6241020202636705	0.7671321559201979	1.8678680404735224	2.81639671325684	0.7393306593572354	10	3	0	0	0	0	106	39	0	0	0	0	9	6	0	0	0	0	253	25	101	3	8	6	11	32	21	1	1	1	1	4	3	0	0	0	0	21	2	3	4	5	62	21	1	1	1	1	38	9	2	2	2	2	9	0	0	0	0	7	7	375	10	157	1	29	55	68	56	45	51	985	2641	7946	2096	97	9.8	0	0.2378767657588512	4.75447297460538	2.44	44.067499999999995	0.27808098125	8.84412288151556	2847.574644193905	112.56926716601961	13.214011437322837	3.8790268474195786	3.9454979580464347	0.3758545818087984	0.36151302420060505	0.01774513694156525	1.7875650253519142	1284.1757202569286	17.650025317713713	3.8451338546387097	0.13356574944987057	0.12407569024163258	2623	4.7105464138651865	65.3	61.99375	67.45	65.35	7.408103670980854	10.66417483915188	66.26666666666667	63.71666666666667	54.88	113.72462500000002	-2.1000000000000085	7.509992738057358	nat
32	VU032	VU32	Ejstrup_Krat	Wjut	VU	Ulfborg	MidWetPoor	Mid	Wet	Poor	461030.9	6225250.05	85.8	0.24609	1.2083	5.361	22.628	0.0586	0.335841	3.6223	37.5197	0.451093	1.42432	3	9.34	0.6929	2.5732	8.174	31.057	0.451093	1.42447	3.005	9.745	3	10.67	5.67	2.67	1.33	0.843	0.579	986.7	1	246.032	5.006	0	100	1	Organic	25.812	27	32.5	0	0	0	0.153414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05826	0	0	1.12256	2.25	4.34	8.68	5.98	12	28.357	17.855	3.136	17.094	2.86	15.038	4.74	6.295	240	1105.937	19.7	54.55	0.331	0.379	0.1743	0.1851	3.054	0.543	2.58	0.1288	0.1247	5.964	7.715	4.769	4.053	0.14703	5.125	0.85	4.457934609	2.843016632	4.699048758	-0.0389098400136789	0.18496978961282	-0.676300883764154	46	4	12	1	0	1	6	0	61	0	0	LateWetPoor	3.5434398396201665	4.075877761840823	0.48096172583823815	2.224521198775388	2.8832494735717766	0.6567730520867106	11	5	0	0	0	0	96	35	0	0	0	0	44	6	0	0	0	0	72	19	107	4	6	8	10	34	17	0	0	0	0	2	2	0	0	0	0	33	4	6	6	8	46	16	1	1	1	1	31	9	0	0	0	0	3	0	0	0	0	2	2	375	10	128	1	20	42	43	52	64	39	1029	2826	7364	2293	93	22.93	0	0.7579357932349323	5.006289728792607	2.7375	44.62	0.290147276	9.485199985501172	2262.395296882185	89.91996333368303	6.672677721264278	4.174617635077349	4.1385996953186055	0.2731757675929546	0.6417164482853769	0.040981290335875525	0.5661661801317894	323.5423135598025	10.459958188516373	1.5182621286900184	0.2531179849160587	0.261724591036293	5226	4.5475050311624745	71.3875	69.175	72.55000000000001	68.7	3.390747213619242	2.169331694324313	71.80833333333334	69.04166666666667	11.497166666666654	4.705999999999993	-3.8500000000000085	7.738565892393662	nat
33	VU033	VU33	Nissum	Wjut	VU	Ulfborg	MidWetRich	Mid	Wet	Rich	448188.69	6241791.55	16.74	0.00603	0.0203	2.111	9.645	0.257	1.547072	4.3373	14.1269	0.290115	0.47145	1.488	7.729	0.2961	0.4918	3.56	16.981	0.290115	0.4865	1.669	8.018	2	21.67	5.33	1.67	0.07	0.843	0.504	838.2	2	472.052	4.735	5.47	82.5	1	Organic	19.938	22	3	0.25	0	0	0.123458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02228	0	0.00318	0	0	1.41	2.82	0	0	58.63	24.424	6.09	22.046	3.826	17.013	5.745	7.595	248	2761.287	19.3	59	0.303	0.395	0.2532	0.1964	4.457	0.452	2.8	0.1426	0.227	5.711	7.722	5.216	4.724	0.12584	5.213	0.906	6.192582418	2.025091575	3.782326007	0.157011178312198	-0.237175214492358	-0.697887382338352	21	9	15	0	0	0	0	0	49	0	0	LateWetRich	3.639556766864759	4.21433115005493	0.42017592513806373	2.167276497398104	2.885752820968628	0.6690288725490764	1	1	0	0	0	0	153	33	0	0	0	0	27	10	0	0	0	0	37	15	96	0	0	0	0	32	15	0	0	0	0	32	7	0	0	0	0	21	0	0	0	0	25	8	0	0	0	0	15	6	0	0	0	0	15	0	0	0	0	11	11	321	0	134	0	34	25	51	51	68	21	712	2297	5784	1735	74	2.82	0	0.4614496633237795	4.759702202846175	3.1075	46.3075	0.33650037774999997	9.419188629996265	4899.81928325446	174.59779943244365	14.46018028557869	4.5312923982784685	4.584478293875192	0.1195477589361953	1.0947259931142594	0.0545514272886684	1.5657080370176841	3405.41297994328	130.92925535682008	8.038298115433255	0.16682935794249185	0.19885072006788088	2026	4.518656597119766	64.55	63.60625	65.5	64.95	8.066225883274035	8.590961820425	64.50833333333333	64.94166666666666	65.064	73.80462500000002	-0.5499999999999972	7.328780715102434	nat
34	VU034	VU34	Klitvej	Wjut	VU	Ulfborg	Oldfield	NA	NA	NA	446447.59	6231765.31	33.87	0	0	0.107	0.842	0.1	0.124505	0.4639	19.5091	0.467771	1.5901	4.758	10.279	0.4678	1.5901	4.843	11.001	0.534594	1.92422	5.963	13.32	3	8.33	4	1.37	0.7	4.98	0.601	826.9	0	30.102	4.894	5.412	20	1	Sand	29.938	1.25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79957	2.04	0.496	1.68	0.499	1.36	29.652	20.972	4.272	20.138	4.42	18.794	-0.5628	5.899	248	614.789	17.6	50	0.504	0.585	0.2872	0.2964	4.129	0.465	4.051	0.2192	0.2263	6.986	5.681	5.392	4.04	0.51816	5.615	0.749	4.335281549	3.739787582	3.92493087	0.511349266261852	0.878540727836103	0.0288395284742042	4	1	13	0	0	0	0	0	31	0	0	Agricultural	0	0	0	0	0	0	2	2	0	0	0	0	189	41	0	1	0	1	18	7	0	0	0	0	81	23	26	1	1	3	3	13	9	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	4	0	0	0	0	2	2	170	1	109	0	16	18	40	53	16	9	148	1073	3402	252	55	5.08	0	0.3492150208732622	5.2506408608863175	2.175	45.515	0.284409164	7.659206298993746	6332.689575706965	239.453935477563	18.1682794405049	3.811764334429022	3.9036693849826403	0.26197964297504744	0.2574878637916735	0.018031753574241135	0.9564295002697889	3877.8148145077607	109.81768978096899	8.858309267948675	0.16690067279709603	0.19423150319205182	121	3.446483337102585	26.71875	33.93125	25.5	35.1	6.819014469359435	7.291247607005722	26.233333333333334	34.19166666666667	46.49895833333334	53.16229166666667	9.600000000000001	5.9910608030269366	agri
35	VU035	VU35	Straasoe_Plantage	Wjut	VU	Ulfborg	Plantation	NA	NA	NA	468638.9	6233491.8	84.14	0.34541	1.5899	6.189	30.733	0	8.5e-4	1.697	22.3366	0.38906	1.43411	4.113	18.697	0.7283	3.0086	10.145	47.932	0.38906	1.43411	4.156	19.199	3	13.33	5	1.67	2.03	2.18	0.572	974.8	0	1045.181	5.458	4.976	43.75	1	Sand	0	85	5.5	0.25	0	0	0.1184	0.015915	1.452	1	1	0	0	0	0	0	0	0	0	0	0	0	0.00955	0	0	0	0	0	0	0	0	22.525	16.684	2.886	15.951	2.875	14.218	3.6172	5.854	152	481.662	12	36.85	0.302	0.378	0.197	0.1827	2.535	0.532	2.368	0.1236	0.1394	4.546	5.333	3.883	3.767	0	5.25	0.97	4.5	0	7.5	-1.23507950452574	-0.152332701671126	0.494943853635952	33	4	9	0	0	0	0	0	11	0	0	LateDryPoor	9.994783580515486	13.3391075134277	2.766576738939411	1.834313902274642	2.79833602905273	0.8269119112167287	2	1	0	0	0	0	40	16	0	0	0	0	22	7	0	0	0	0	9	5	60	0	2	0	2	2	2	0	0	0	0	3	1	0	0	0	0	7	0	0	0	0	1	1	0	0	0	0	11	4	0	0	0	0	2	0	0	0	0	2	1	163	0	52	0	21	16	10	27	37	22	1202	1270	2718	4184	15	0	0	0.33246889265685425	5.120234019786676	1.7025	45.129999999999995	0.16928491125	10.313930900530359	2965.8244792830374	94.28537733885815	4.073786792886346	3.101513651457411	2.9788599828134092	0.0861684396980705	0.16411378166788368	0.027214057179001303	2.167323291922324	1256.870753991547	52.93855388866814	2.833192675847444	0.17084870823042864	0.30152187883199366	1149	3.6228875012761206	26.68125	20.15	22.450000000000003	18.5	12.063068639446596	7.430477777370712	23.741666666666667	20.041666666666668	145.51762499999998	55.211999999999996	-3.950000000000003	5.616528573287028	silv
36	VO036	VO36	Nymindegab	Wjut	VO	Oksb°l	EarlyMoistRich	Early	Moist	Rich	448267.08	6186361.71	60.14	0	0.0547	1.505	9.286	0	0.035195	0.2969	7.651	0.457738	1.49161	3.891	17.244	0.4577	1.5445	5.338	25.967	0.457738	1.49319	3.917	18.347	4	6.67	4.67	2.33	1.33	0.0766	0.733	848.1	<1	18.878	0	5.839	0	0	Sand	24.438	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96891	5.94	0	0	0	0	38.602	25.125	5.386	23.773	3.453	16.869	4.1939	7.544	456	3482.901	30.3	111	0.464	0.54	0.2257	0.2845	5.205	0.398	3.431	0.1902	0.1641	6.189	7.396	6.225	3.962	0.46487	5.318	0.636	5.340376984	2.693948413	3.965674603	0.338936554087359	0.824910323476414	-0.914590764726036	4	0	9	0	0	0	0	0	35	0	0	EarlyWetRich	0	0	0	0	0	0	1	1	0	0	0	0	137	29	1	1	1	1	34	6	0	0	0	0	306	23	3	0	0	0	0	19	13	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	5	4	0	0	0	0	26	3	0	0	0	0	6	0	0	0	0	6	6	141	1	96	1	10	14	49	42	1	2	343	1781	5583	527	51	5.94	0	0.3914396505209972	5.838749250786115	2.115	44.0425	0.230068786	9.229944128958488	8273.200672358678	215.89817406967035	23.14748219921564	3.6670532351745524	3.7656711520736703	0.24745369937289952	0.48644115779814595	0.017456495089066666	1.2893250307715691	1401.5261355280513	88.93605529055489	12.66813946769671	0.14001400089806965	0.21494215876702097	466	3.746095428704842	79.64375	54.19375	79.8	53.2	10.117968752010784	8.721580036514792	79.54166666666667	54.46666666666667	102.37329166666665	76.06595833333336	-26.599999999999994	6.8947325055400555	nat
37	VO037	VO37	Houstrup_Strand	Wjut	VO	Oksb°l	EarlyWetRich	Early	Wet	Rich	448740.91	6181178.73	54.49	0.08386	0.7275	4.101	18.348	0	0	0	4.7143	0.568388	1.45171	3.513	13.367	0.65	2.1116	7.388	31.104	0.568388	1.45171	3.513	13.464	4	6.33	2.33	1.33	1.03	0.0264	0.715	848.1	5	43.027	5.136	0	100	1	Organic	12.938	17.25	24.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1551	1	0	0	0	0	3.02833	6.06	3.4	9.64	2.32	9.09	39.615	26.923	6.096	24.999	2.958	16.06	5.2822	7.619	880	5086.085	61.9	224	0.387	0.429	0.1723	0.2605	6.489	0.379	2.832	0.1458	0.1076	6.813	7.85	5.058	3.229	0.33922	5.082	0.638	4.345909091	2.305909091	5.348181818	0.0281916444730827	0.830634936285566	-0.716315436015361	35	1	7	2	1	2	2	1	70	1	1	EarlyWetRich	0	0	0	0.4972607439214532	0.627621650695801	0.09390077099945766	0	0	0	0	0	0	90	21	0	0	0	0	31	6	0	0	0	0	49	16	44	1	3	2	4	10	8	0	0	0	0	3	3	0	0	0	0	7	1	1	2	2	6	4	0	0	0	0	32	5	0	0	0	0	7	0	0	0	0	7	7	234	5	78	0	9	16	36	33	26	18	686	3100	10350	1198	106	24.79	0.1551	0.15154757228892396	5.1355532105495305	2.3525	44.9625	0.24203793399999998	9.74961100222442	1364.4609362593835	49.8809315774242	5.2693769619464925	3.8383420849079464	3.7610943841500166	0.16740669042783216	0.42789212036057234	0.018921851640874066	0.8494915691638426	325.2467634508374	12.129950767897187	2.7443841921391585	0.12153029141566317	0.17882700922059452	1170	3.629127728925627	73.05625	71.8375	73.4	71.45	2.7151350488204686	2.2440662497647734	73.5	71.75	7.371958333333329	5.0358333333333345	-1.9500000000000028	7.636611569849128	nat
38	VO038	VO38	Vroegum_Kaer	Wjut	VO	Oksb°l	Hotspot	NA	NA	NA	452315.55	6170040.1	80.68	0.18071	0.8449	4.023	22.818	0.136	0.490684	1.6954	14.6165	0.430971	0.82277	2.913	20.39	0.5501	1.5859	6.757	41.546	0.483414	1.55795	5.715	30.46	4	3.67	1.37	0.7	0.4	0.0233	0.674	903	0	6.066	6.314	5.847	51.25	1	Sand	27.688	0	21.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08632	0	0	1	0	0.00955	0	0	1.49077	12.7	1.81	4.36	19.5	79.6	41.108	30.054	6.163	27.596	5.3	22.345	-0.479	2.717	400	1946.84	34.4	97	0.833	1.052	0.474	0.4484	6.021	0.467	5.578	0.366	0.4201	6.261	7.02	5.347	3.687	0.17162	4.92	0.69	4.230405405	2.208108108	5.561486486	0.186270236901379	0.508470261473103	-0.488917035785839	22	8	13	0	0	0	5	0	73	0	0	EarlyWetRich	0	0	0	0.51727294921875	0.524808502197266	0.013321101527747839	3	2	0	0	0	0	130	31	1	1	1	1	18	3	0	0	0	0	234	27	90	2	6	4	8	17	14	0	0	0	0	6	5	0	0	0	0	16	3	4	5	6	48	11	0	0	0	0	16	8	1	1	2	2	6	0	1	0	1	6	6	329	7	128	1	23	41	54	44	60	28	1066	3821	10632	1404	114	96.66	0.08632	0.41477350040122296	6.028307277713736	2.2375	43.0775	0.20060402675	11.127686679525429	3502.978527556257	142.301781145388	11.855668913869975	3.5115810255343387	3.5894731704456717	0.3707986875201511	1.68875447199013	0.020927258701292903	1.1914109265823503	738.9932639057932	31.539843845447187	3.0724818735498878	0.21436955487649356	0.2037002135758374	3903	4.464423202175997	67.03125	64.475	68.9	67.15	7.066514345842652	6.452131430775416	67.60833333333333	65.58333333333333	49.935625	41.63000000000001	-1.75	7.458343411962569	nat
39	VO039	VO39	Kjaergaard_Loevklitter	Wjut	VO	Oksb°l	LateMoistPoor	Late	Moist	Poor	449133.01	6172345.92	71.43	0.3295	1.7025	6.165	14.672	0.0105	0.337617	0.8291	3.9499	0.303784	0.71833	3.208	25.659	0.6849	2.3954	9.068	38.746	0.303882	0.77781	4.878	35.481	3	25	12	5.67	1.33	0.0886	0.63	861.4	0	187.358	4.311	4.877	7.5	0.5	Sand	9.188	10	2.75	0	0	0	0.219968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05987	0	0	0.78737	1.57	0.0284	0.0567	0	0	26.39	18.521	3.471	17.826	2.784	15.008	3.6172	6.13	224	1011.598	14	49.9	0.457	0.508	0.2026	0.2962	3.495	0.526	2.494	0.1636	0.1229	5.036	5.633	3.624	3.486	0.0875	5.55	0.962	3.318948413	1.58531746	7.095734127	-0.597301238739533	-0.0132213784140619	0.456653758653742	21	6	15	0	0	0	10	0	21	0	0	LateDryPoor	6.860750169410389	8.455065536499026	1.361331711323213	1.768638360098507	2.770779037475582	0.80634706247938015	0	0	0	0	0	0	209	40	0	0	0	0	12	8	0	0	0	0	85	13	69	2	3	4	5	19	13	1	1	1	1	1	1	0	0	0	0	30	6	7	14	15	8	5	0	0	0	0	2	2	0	0	0	0	18	0	0	0	0	17	17	262	9	121	0	27	22	50	55	46	21	1103	1393	3976	2028	37	1.6267	0	0.16927233612239417	4.79118131064302	1.79	44.7575	0.17816630649999998	10.225437397700718	9170.12473762869	334.0515987597155	22.173980090623026	3.3179135488781366	3.471642039103867	0.1867261809888122	0.4410120935605599	0.036218881374029246	1.371020687275539	3622.5681043785166	128.0682011224885	8.069440432701336	0.2727074444085456	0.27083824246532345	166.4779	2.9853399869227037	22.1	18.7875	20.65	17.05	7.9790559174211415	8.146236349791643	22.458333333333332	18.5	63.665333333333336	66.36116666666666	-3.599999999999998	5.371819204321074	nat
40	VO040	VO40	Loenne	Wjut	VO	Oksb°l	Ley	NA	NA	NA	450646.5	6183553.05	80.48	0.64881	2.4881	6.495	18.357	0.0949	0.212014	2.049	19.7083	0.018244	0.23313999999999999	2.213	14.736	0.6488	2.6156	8.474	32.329	0.018244	0.23383	2.262	14.991	3	18.33	7	3.67	3.67	57.5	0.489	861.7	0	5.045	0	5.009	0	0	Sand	7.625	1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.85	15.7	0	0	39.615	27.961	5.015	26.224	4.72	21.009	2.047	6.501	272	1844.982	19.7	61.1	0.531	0.642	0.2727	0.3153	4.895	0.554	4.75	0.2143	0.2127	7.026	5.623	6.067	5.538	0.44702	5.9	0.913	4.142582418	4.99478022	2.862637363	0.946919901031217	0.403754933747648	-0.0709134231991493	0	2	8	0	0	0	0	0	29	0	0	Agricultural	0	0	0	0	0	0	3	2	0	0	0	0	538	32	0	0	0	0	23	7	0	0	0	0	57	13	6	0	0	0	0	27	14	0	0	0	0	11	7	0	0	0	0	0	0	0	0	0	58	15	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	139	0	104	0	17	37	41	50	6	0	138	987	2762	133	54	15.7	0	0.24784067462787476	5.009349431321084	3.105	45.847500000000004	0.27815428525	11.207859080074257	8347.437515913625	304.3015796095885	22.250651813569377	4.266672076330129	4.3790641304794065	0.22427661492005807	0.19838934783232132	0.01874309175078403	1.192866552619913	4697.569845343889	108.27446272328737	7.870476409125988	0.15422977559967516	0.1874761045352898	243	4.167540572520992	39.73125	38.0625	40.35	38.7	4.200590236304099	5.1907449690129575	39.825	38.041666666666664	17.644958333333324	26.943833333333327	-1.6499999999999986	6.211108491436613	agri
41	VO041	VO41	Blaavand	Wjut	VO	Oksb°l	MidDryRich	Mid	Dry	Rich	441992.95	6157820.4	33.89	0	0	0.101	0.721	0	0	0	0.0246	0.558761	1.5471	4.645	19.445	0.5588	1.5471	4.678	19.941	0.558761	1.5471	4.645	19.492	4	50	31.67	15	9.33	0.157	0.746	815.6	0	11.565	0	6.832	0	0	Sand	27.375	4	2.25	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.09737	0	0	0	1	0	0	0	0	0.16846	0.337	4.29	8.57	57.9	116	39.05	29.053	6.523	26.585	4.948	19.856	3.485	7.478	464	2201.86	29	89	0.757	0.95	0.4998	0.4942	6.316	0.367	4.233	0.3577	0.4267	7.029	4.561	5.25	3.142	0.43264	5.692	0.598	4.028846154	2.268830128	5.702323718	0.35239112426118	1.09335718939648	0.51140242619005	7	1	17	0	1	0	3	1	45	1	1	EarlyDryRich	0	0	0	0.361559867858887	0.361559867858887	0	1	1	0	0	0	0	111	38	0	1	0	1	118	11	0	0	0	0	106	22	55	2	3	4	5	14	13	0	0	0	0	9	5	0	0	0	0	10	3	3	5	5	33	6	0	0	0	0	9	3	0	0	0	0	6	0	0	0	0	6	6	240	6	123	0	23	18	58	58	41	12	349	1678	6138	270	75	124.90700000000001	0.09737	0.095568474578876	6.831637709311782	1.6525	45.5275	0.2059911245	8.027123753967542	12213.215829994466	477.761261277049	35.33802759719823	3.5021169386301914	3.6544245395293773	0.2254440063519099	0.47758943316060326	0.023044815165245605	0.628638038030096	3384.077131035446	166.6711929180057	13.722709132886495	0.24458708816670377	0.22366003069398568	620.9103	3.5697757406517097	2.23125	1.55	2.2	1.1	1.6259228148962053	1.5227168701589495	2.1750000000000003	1.275	2.643625	2.318666666666667	-1.1	4.560337729562644	nat
42	VO042	VO42	Breddal	Wjut	VO	Oksb°l	MidMoistPoor	Mid	Moist	Poor	447793.59	6171266.16	99.42	0.68227	2.1377	4.989	13.372	0	0	0.1211	1.811	0.095999	0.90999	4.777	23.433	0.7609	2.9382	9.614	35.865	0.095999	0.90999	4.791	30.442	4	6	2.67	1.03	1.03	0.184	0.83	861.4	2	16.27	4.339	4.241	37.5	0.75	Sand	15.625	0	68.75	1.25	0	0	0	0	0	0	0	0	0	0	0	0.66528	0	0	0	0	1	0	0	0	0	1.74656	3.49	0.581	2.61	0	0	45.703	31.926	7.729	29.452	3.684	17.393	3.6961	6.478	544	4186.923	43.3	135.6	0.523	0.582	0.2378	0.3244	7.589	0.325	3.81	0.2215	0.1752	6.56	8.027	2.711	1.514	0	4.754	0.558	3.071428571	0.071428571	8.857142857	-1.10615922218079	1.11671559801295	-0.299303917649496	11	0	10	0	0	0	4	0	19	0	0	EarlyWetPoor	0	0	0	0	0	0	11	6	0	0	0	0	144	43	3	3	3	3	30	9	1	1	2	2	57	13	17	2	4	4	6	3	3	0	0	0	0	4	4	0	0	0	0	9	3	3	6	6	28	9	0	0	0	0	64	8	0	0	0	0	0	0	0	0	0	0	0	161	9	105	4	16	40	24	54	11	6	361	989	2053	887	37	6.1	0.66528	0.46272533729948345	4.318776933909839	2.11	46.647499999999994	0.12427001675	17.143203587483367	2685.0041146017948	102.61193666517038	9.25455390175507	2.870157423396433	2.936413345667926	0.2404163056034262	0.39432431660584466	0.019495316385868447	1.9746929038785916	290.9720927933086	32.51509753583753	5.558182845980986	0.21173993014195305	0.11677315806655074	103	2.416778138627457	67.86875	69.4875	67.85	72.7	5.327127900348056	7.389170003006654	68.3	70.9	28.37829166666668	54.59983333333334	4.8500000000000085	7.62106489206237	nat
